fname,res_type,ptype,method,res
poland_katowice_2020_welnowiec-jozefowiec.pb,exhaustive,cardinal_times_cost,UGREEDY,priceable
poland_katowice_2020_welnowiec-jozefowiec.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2020_welnowiec-jozefowiec.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2020_welnowiec-jozefowiec.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_katowice_2020_welnowiec-jozefowiec.pb,non exhaustive,cardinal_times_cost,UGREEDY,priceable
poland_katowice_2020_zaleze.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2020_zaleze.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2020_zaleze.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_zaleze.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_zaleze.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2020_zaleze.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_zaleze.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_zaleze.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_zaleze.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2020_zaleze.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2020_zaleze.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2020_zaleze.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_zaleze.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2020_zaleze.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2020_zaleze.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2020_zaleze.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_zarzecze.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2020_zarzecze.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2020_zarzecze.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_zarzecze.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_zarzecze.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2020_zarzecze.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_zarzecze.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_zarzecze.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_zarzecze.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2020_zarzecze.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2020_zarzecze.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2020_zarzecze.pb,exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_katowice_2020_zarzecze.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2020_zarzecze.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2020_zarzecze.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2020_zarzecze.pb,non exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_katowice_2020_zawodzie.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2020_zawodzie.pb,exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_zawodzie.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2020_zawodzie.pb,exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_katowice_2020_zawodzie.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2020_zawodzie.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_zawodzie.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2020_zawodzie.pb,non exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_katowice_2020_zawodzie.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2020_zawodzie.pb,exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2020_zawodzie.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_katowice_2020_zawodzie.pb,exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_katowice_2020_zawodzie.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2020_zawodzie.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2020_zawodzie.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_katowice_2020_zawodzie.pb,non exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_katowice_2021_bogucice.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2021_bogucice.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2021_bogucice.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2021_bogucice.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2021_bogucice.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2021_bogucice.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2021_bogucice.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2021_bogucice.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2021_bogucice.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2021_bogucice.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2021_bogucice.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2021_bogucice.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2021_bogucice.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2021_bogucice.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2021_bogucice.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2021_bogucice.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2021_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2021_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2021_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_katowice_2021_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2021_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2021_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,non exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_katowice_2021_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2021_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2021_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2021_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2021_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2021_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2021_dab.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2021_dab.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2021_dab.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,priceable
poland_katowice_2021_dab.pb,exhaustive,cardinal_standard,UGREEDY,priceable
poland_katowice_2021_dab.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2021_dab.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2021_dab.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,priceable
poland_katowice_2021_dab.pb,non exhaustive,cardinal_standard,UGREEDY,priceable
poland_katowice_2021_dab.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2021_dab.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2021_dab.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_katowice_2021_dab.pb,exhaustive,cardinal_times_cost,UGREEDY,priceable
poland_katowice_2021_dab.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2021_dab.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2021_dab.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_katowice_2021_dab.pb,non exhaustive,cardinal_times_cost,UGREEDY,priceable
poland_katowice_2021_dabrowka-mala.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2021_dabrowka-mala.pb,exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2021_dabrowka-mala.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_dabrowka-mala.pb,exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_katowice_2021_dabrowka-mala.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2021_dabrowka-mala.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2021_dabrowka-mala.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_dabrowka-mala.pb,non exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_katowice_2021_dabrowka-mala.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2021_dabrowka-mala.pb,exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2021_dabrowka-mala.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_dabrowka-mala.pb,exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_katowice_2021_dabrowka-mala.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2021_dabrowka-mala.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2021_dabrowka-mala.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_dabrowka-mala.pb,non exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_katowice_2021_janow-nikiszowiec.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2021_janow-nikiszowiec.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2021_janow-nikiszowiec.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_janow-nikiszowiec.pb,exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_katowice_2021_janow-nikiszowiec.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2021_janow-nikiszowiec.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2021_janow-nikiszowiec.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_janow-nikiszowiec.pb,non exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_katowice_2021_janow-nikiszowiec.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2021_janow-nikiszowiec.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2021_janow-nikiszowiec.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_katowice_2021_janow-nikiszowiec.pb,exhaustive,cardinal_times_cost,UGREEDY,priceable
poland_katowice_2021_janow-nikiszowiec.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2021_janow-nikiszowiec.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2021_janow-nikiszowiec.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_katowice_2021_janow-nikiszowiec.pb,non exhaustive,cardinal_times_cost,UGREEDY,priceable
poland_katowice_2021_koszutka.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2021_koszutka.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2021_koszutka.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2021_koszutka.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2021_koszutka.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2021_koszutka.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2021_koszutka.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2021_koszutka.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2021_koszutka.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2021_koszutka.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2021_koszutka.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_katowice_2021_koszutka.pb,exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_katowice_2021_koszutka.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2021_koszutka.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2021_koszutka.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_katowice_2021_koszutka.pb,non exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_katowice_2021_murcki.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2021_murcki.pb,exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2021_murcki.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_murcki.pb,exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_katowice_2021_murcki.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2021_murcki.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2021_murcki.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_murcki.pb,non exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_katowice_2021_murcki.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2021_murcki.pb,exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2021_murcki.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_murcki.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2021_murcki.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2021_murcki.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2021_murcki.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_murcki.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2021_osiedle-paderewskiego-muchowiec.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2021_osiedle-paderewskiego-muchowiec.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2021_osiedle-paderewskiego-muchowiec.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2021_osiedle-paderewskiego-muchowiec.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2021_osiedle-paderewskiego-muchowiec.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2021_osiedle-paderewskiego-muchowiec.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2021_osiedle-paderewskiego-muchowiec.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2021_osiedle-paderewskiego-muchowiec.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2021_osiedle-paderewskiego-muchowiec.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2021_osiedle-paderewskiego-muchowiec.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2021_osiedle-paderewskiego-muchowiec.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2021_osiedle-paderewskiego-muchowiec.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2021_osiedle-paderewskiego-muchowiec.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2021_osiedle-paderewskiego-muchowiec.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2021_osiedle-paderewskiego-muchowiec.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2021_osiedle-paderewskiego-muchowiec.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2021_szopienice-burowiec.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2021_szopienice-burowiec.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2021_szopienice-burowiec.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2021_szopienice-burowiec.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2021_szopienice-burowiec.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2021_szopienice-burowiec.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2021_szopienice-burowiec.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2021_szopienice-burowiec.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2021_szopienice-burowiec.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2021_szopienice-burowiec.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2021_szopienice-burowiec.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2021_szopienice-burowiec.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2021_szopienice-burowiec.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
